plant	time	x	y	r_ag	h_ag	r_bg	h_bg	growth	ag_resources	bg_resources
Initial_000000001	5184000.0	3.85621159906146	8.598933646485218	0.2901176382433788	0.2901176382433788	0.2911176382433788	0.33611763824337876	0.5722352764867575	1.0	0.9537254608112625
Initial_000000002	5184000.0	21.27185288111787	1.2930695209475718	0.22742132962797565	0.22742132962797565	0.22842132962797565	0.27342132962797566	0.4468426592559513	1.0	0.7447377654265855
Initial_000000003	5184000.0	36.26937281241047	0.362379220499216	0.17343025787532235	0.17343025787532235	0.17443025787532235	0.21943025787532236	0.3388605157506447	1.0	0.5647675262510745
Initial_000000004	5184000.0	11.170891597192506	3.573874914190366	0.263784790250107	0.263784790250107	0.264784790250107	0.30978479025010697	0.519569580500214	1.0	0.8659493008336899
Initial_000000005	5184000.0	29.190773659449714	1.5872888856366518	0.19891321482598104	0.19891321482598104	0.19991321482598104	0.24491321482598105	0.38982642965196207	1.0	0.6497107160866035
Initial_000000006	5184000.0	28.90001836406905	2.125216495548401	0.1999599338893514	0.1999599338893514	0.2009599338893514	0.2459599338893514	0.3919198677787028	1.0	0.6531997796311714
Initial_000000007	5184000.0	45.683095008214394	8.52435666577039	0.1395408579704282	0.1395408579704282	0.1405408579704282	0.18554085797042819	0.2710817159408564	1.0	0.4518028599014273
Initial_000000008	5184000.0	6.798332536536194	7.043051931518589	0.2795260028684697	0.2795260028684697	0.2805260028684697	0.32552600286846967	0.5510520057369394	1.0	0.9184200095615657
Initial_000000009	5184000.0	21.984324917574394	0.4824472224839571	0.22485643029673216	0.22485643029673216	0.22585643029673216	0.2708564302967322	0.4417128605934643	1.0	0.7361881009891073
Initial_000000010	5184000.0	27.38289757722311	6.926918234398087	0.2054215687219968	0.2054215687219968	0.2064215687219968	0.2514215687219968	0.4028431374439936	1.0	0.6714052290733227
Initial_000000011	5184000.0	38.41196069660732	6.215688235838598	0.16571694149221367	0.16571694149221367	0.16671694149221367	0.21171694149221368	0.3234338829844273	1.0	0.5390564716407122
