plant	time	x	y	r_ag	h_ag	r_bg	h_bg	growth	ag_resources	bg_resources
Initial_000000001	25920000.0	3.85621159906146	8.598933646485218	1.4142876247595273	1.4142876247595273	1.4152876247595274	1.4602876247595276	0.5236595559635687	0.8727659266059479	0.9537254608112625
Initial_000000002	25920000.0	21.27185288111787	1.2930695209475718	1.1211066481398781	1.1211066481398781	1.1221066481398783	1.1671066481398782	0.4468426592559513	0.8299353205849269	0.7447377654265855
Initial_000000003	25920000.0	36.26937281241047	0.362379220499216	0.8511512893766119	0.8511512893766119	0.8521512893766119	0.8971512893766119	0.3388605157506447	1.0	0.5647675262510745
Initial_000000004	25920000.0	11.170891597192506	3.573874914190366	0.9056658127987784	0.9056658127987784	0.9066658127987783	0.9516658127987783	0.049058823529411766	0.08176470588235295	0.8659493008336899
Initial_000000005	25920000.0	29.190773659449714	1.5872888856366518	0.9732308869420024	0.9732308869420024	0.9742308869420024	1.0192308869420024	0.3684856809003505	0.6141428015005842	0.6497107160866035
Initial_000000006	25920000.0	28.90001836406905	2.125216495548401	0.983799669446757	0.983799669446757	0.984799669446757	1.029799669446757	0.3919198677787028	0.6956631954654688	0.6531997796311714
Initial_000000007	25920000.0	45.683095008214394	8.52435666577039	0.6817042898521412	0.6817042898521412	0.6827042898521412	0.7277042898521412	0.2710817159408564	0.7738230947857294	0.4518028599014273
Initial_000000008	25920000.0	6.798332536536194	7.043051931518589	1.3816300143423483	1.3816300143423483	1.3826300143423482	1.4276300143423482	0.5510520057369394	0.9572201590420443	0.9184200095615657
Initial_000000009	25920000.0	21.984324917574394	0.4824472224839571	1.1071330104142734	1.1071330104142734	1.1081330104142735	1.1531330104142734	0.4417128605934643	0.7364542434309876	0.7361881009891073
Initial_000000010	25920000.0	27.38289757722311	6.926918234398087	0.8339048191332541	0.8339048191332541	0.834904819133254	0.8799048191332539	0.05106202209005947	0.08510337015009913	0.6714052290733227
Initial_000000011	25920000.0	38.41196069660732	6.215688235838598	0.8125847074610685	0.8125847074610685	0.8135847074610685	0.8585847074610685	0.3234338829844273	1.0	0.5390564716407122
Initial_000000012	25920000.0	29.996749799732402	2.814513603994583	0.9640585036048169	0.9640585036048169	0.9650585036048169	1.0100585036048169	0.3840234014419267	0.8827797433595607	0.6400390024032112
Initial_000000013	25920000.0	21.069753614824887	4.468916533642534	1.1247444349331521	1.1247444349331521	1.125744434933152	1.170744434933152	0.4482977739732608	1.0	0.7471629566221014
Initial_000000014	25920000.0	24.042792508951617	2.7005585714712788	1.0211944408470164	1.0211944408470164	1.0221944408470165	1.0671944408470164	0.3012753922231314	0.502125653705219	0.7114864898925806
Initial_000000015	25920000.0	11.05779583247406	3.0416985261189344	1.2036240610485656	1.2036240610485656	1.2046240610485655	1.2496240610485656	0.3603881725468047	0.6006469542446745	0.8673064500103113
Initial_000000016	25920000.0	12.064970154771382	3.5771914789507733	1.2463186451433188	1.2463186451433188	1.247318645143319	1.2923186451433188	0.49892583314355116	0.831543055239252	0.8552203581427434
Initial_000000017	25920000.0	8.87496749230776	8.699862056580422	1.340342866911446	1.340342866911446	1.3413428669114462	1.3863428669114461	0.5204693611473272	0.8674489352455454	0.8935003900923069
Initial_000000018	25920000.0	1.1931793940450242	4.654552478731031	1.4478959008156569	1.4478959008156569	1.4488959008156568	1.4938959008156567	0.5188824941165505	0.8648041568609176	0.9856818472714597
Initial_000000019	25920000.0	23.50925789241451	2.7899092348646395	1.0808333579365388	1.0808333579365388	1.0818333579365387	1.1268333579365388	0.43073334317461553	0.8427429858246015	0.7178889052910259
Initial_000000020	25920000.0	10.962233082291434	1.4673761823662312	1.306679804518754	1.306679804518754	1.3076798045187539	1.3526798045187538	0.5210719218075016	0.9805489754145489	0.8684532030125027
Initial_000000021	25920000.0	20.836696239886642	9.838043365938933	1.1289394676820403	1.1289394676820403	1.1299394676820405	1.1749394676820404	0.4499757870728162	1.0	0.7499596451213604
Initial_000000022	25920000.0	2.844352171888276	5.0340370093988565	1.4161633381804242	1.4161633381804242	1.4171633381804243	1.4621633381804242	0.49369059636959295	0.8228176606159883	0.9658677739373407
Initial_000000023	25920000.0	35.947077287644376	6.3866903059768285	0.8569526088224014	0.8569526088224014	0.8579526088224014	0.9029526088224015	0.3411810435289605	1.0	0.5686350725482675
Initial_000000024	25920000.0	16.128213368326143	4.222551766925138	1.2136921593701295	1.2136921593701295	1.2146921593701294	1.2596921593701296	0.4838768637480518	1.0	0.8064614395800863
Initial_000000025	25920000.0	27.933948564736482	7.025142950950495	1.0011889258347433	1.0011889258347433	1.0021889258347434	1.0471889258347433	0.3988755703338973	0.8398997169746648	0.6647926172231622
Initial_000000026	25920000.0	29.111727091471902	9.166569495623376	0.9799889123535058	0.9799889123535058	0.9809889123535058	1.0259889123535058	0.3903955649414023	1.0	0.6506592749023372
Initial_000000027	25920000.0	4.845744408975255	3.437390428436229	1.4167766006384455	1.4167766006384455	1.4177766006384456	1.4627766006384455	0.5651106402553782	0.9951970575863992	0.9418510670922969
Initial_000000028	25920000.0	7.194570292108332	9.009716791122123	1.369448619108483	1.369448619108483	1.3704486191084828	1.4154486191084827	0.5280026313625524	0.8800043856042541	0.9136651564947
Initial_000000029	25920000.0	3.3730176222888764	1.8473242181292837	1.3458222312397372	1.3458222312397372	1.3468222312397373	1.3918222312397373	0.45088315181837685	0.7514719196972948	0.9595237885325335
Initial_000000030	25920000.0	0.8262195048071241	5.591443456310224	0.9452134547663914	0.9452134547663914	0.9462134547663913	0.9912134547663914	0.015343374326378332	0.02557229054396389	0.9900853659423146
Initial_000000031	25920000.0	16.714938950772446	0.8885070752855739	1.2031310988860962	1.2031310988860962	1.204131098886096	1.249131098886096	0.47965243955443837	1.0	0.7994207325907307
Initial_000000032	25920000.0	18.867589866850388	3.7082529133551265	1.1643833823966927	1.1643833823966927	1.1653833823966928	1.2103833823966927	0.4641533529586772	1.0	0.7735889215977954
Initial_000000034	25920000.0	0.9479300092549103	6.712841406459985	1.4417370077502845	1.4417370077502845	1.4427370077502844	1.4877370077502843	0.514145343505296	0.85690890584216	0.9886248398889411
Initial_000000035	25920000.0	32.81832801710468	6.2642945970151604	0.913270095692116	0.913270095692116	0.914270095692116	0.9592700956921161	0.36370803827684633	1.0	0.6061800637947439
Initial_000000036	25920000.0	3.485326183234916	0.8267045375168325	1.3186672102180357	1.3186672102180357	1.3196672102180356	1.3646672102180357	0.40494689486201046	0.6749114914366842	0.958176085801181
Initial_000000037	25920000.0	35.28784173931048	8.043088931372514	0.8688188486924114	0.8688188486924114	0.8698188486924114	0.9148188486924114	0.3459275394769646	1.0	0.5765458991282744
Initial_000000038	25920000.0	19.803983759270512	0.14764454170164143	1.1475282923331307	1.1475282923331307	1.1485282923331306	1.1935282923331305	0.45741131693325227	0.9957338853197693	0.7623521948887538
Initial_000000039	25920000.0	25.247191358345095	4.686820152397411	1.0495505555497882	1.0495505555497882	1.050550555549788	1.095550555549788	0.4182202222199153	1.0	0.6970337036998588
Initial_000000040	25920000.0	28.16346444520288	0.5763130269645145	0.9970576399863479	0.9970576399863479	0.9980576399863479	1.043057639986348	0.3972230559945392	0.9683444021171156	0.6620384266575654
Initial_000000041	25920000.0	47.470909878969394	7.453551281820704	0.6495236221785509	0.6495236221785509	0.6505236221785509	0.6955236221785509	0.25820944887142033	1.0	0.4303490814523673
Initial_000000042	25920000.0	41.05161616444799	5.900615267457318	0.765070909039936	0.765070909039936	0.766070909039936	0.8110709090399361	0.3044283636159745	1.0	0.5073806060266242
Initial_000000043	25920000.0	21.579236576047332	0.7266032285986568	0.7129099900101341	0.7129099900101341	0.7139099900101341	0.758909990010134	1.8789340181003974e-05	3.131556696833996e-05	0.741049161087432
Initial_000000045	25920000.0	45.6368893002823	9.079131163843336	0.6825359925949187	0.6825359925949187	0.6835359925949187	0.7285359925949186	0.2714143970379675	0.7825345350404312	0.45235732839661247
Initial_000000046	25920000.0	44.35992507055268	6.287563201074157	0.7055213487300519	0.7055213487300519	0.7065213487300519	0.7515213487300519	0.28060853949202075	1.0	0.46768089915336797
Initial_000000047	25920000.0	31.437538695843937	0.6882325636977993	0.9381243034748091	0.9381243034748091	0.9391243034748091	0.9841243034748092	0.3736497213899236	1.0	0.6227495356498727
Initial_000000048	25920000.0	27.006044364217587	6.343447384435509	1.0178912014440835	1.0178912014440835	1.0188912014440834	1.0638912014440836	0.4055564805776333	0.9077525034816633	0.6759274676293889
Initial_000000049	25920000.0	2.65084097789714	7.384300153177959	1.4102679408141388	1.4102679408141388	1.4112679408141389	1.4562679408141388	0.46370501956909976	0.772841699281833	0.9681899082652343
Initial_000000050	25920000.0	44.850033177348436	2.143679845604943	0.6966994028077281	0.6966994028077281	0.6976994028077281	0.7426994028077282	0.27707976112309124	1.0	0.4617996018718188
Initial_000000051	25920000.0	6.594521191748109	1.8992199253140474	1.2471687566936807	1.2471687566936807	1.2481687566936808	1.2931687566936807	0.5525194474194136	0.9950701947337776	0.9208657456990227
