plant	time	x	y	r_ag	h_ag	r_bg	h_bg	growth	ag_resources	bg_resources
Initial_000000001	20736000.0	3.85621159906146	8.598933646485218	1.1478317895884464	1.1478317895884464	1.1488317895884466	1.1938317895884467	0.5696802229464834	0.949467038244139	0.9537254608112625
Initial_000000002	20736000.0	21.27185288111787	1.2930695209475718	0.8976853185119026	0.8976853185119026	0.8986853185119026	0.9436853185119026	0.4468426592559513	0.9239715617835708	0.7447377654265855
Initial_000000003	20736000.0	36.26937281241047	0.362379220499216	0.6817210315012895	0.6817210315012895	0.6827210315012895	0.7277210315012895	0.3388605157506447	1.0	0.5647675262510745
Initial_000000004	20736000.0	11.170891597192506	3.573874914190366	0.8727424712034084	0.8727424712034084	0.8737424712034083	0.9187424712034082	0.15737445721291002	0.2622907620215167	0.8659493008336899
Initial_000000005	20736000.0	29.190773659449714	1.5872888856366518	0.7836528593039243	0.7836528593039243	0.7846528593039243	0.8296528593039243	0.38982642965196207	0.7538146977813076	0.6497107160866035
Initial_000000006	20736000.0	28.90001836406905	2.125216495548401	0.7878397355574056	0.7878397355574056	0.7888397355574056	0.8338397355574056	0.3919198677787028	0.7924935216918833	0.6531997796311714
Initial_000000007	20736000.0	45.683095008214394	8.52435666577039	0.5461634318817129	0.5461634318817129	0.5471634318817129	0.5921634318817129	0.2710817159408564	0.8451722819095303	0.4518028599014273
Initial_000000008	20736000.0	6.798332536536194	7.043051931518589	1.1061040114738787	1.1061040114738787	1.1071040114738786	1.1521040114738785	0.5510520057369394	1.0	0.9184200095615657
Initial_000000009	20736000.0	21.984324917574394	0.4824472224839571	0.8862765801175413	0.8862765801175413	0.8872765801175413	0.9322765801175413	0.4417128605934643	0.8607496689951148	0.7361881009891073
Initial_000000010	20736000.0	27.38289757722311	6.926918234398087	0.7823137653209354	0.7823137653209354	0.7833137653209353	0.8283137653209353	0.3112572161642078	0.5187620269403463	0.6714052290733227
Initial_000000011	20736000.0	38.41196069660732	6.215688235838598	0.6508677659688548	0.6508677659688548	0.6518677659688548	0.6968677659688548	0.3234338829844273	1.0	0.5390564716407122
Initial_000000012	20736000.0	29.996749799732402	2.814513603994583	0.7720468028838535	0.7720468028838535	0.7730468028838535	0.8180468028838536	0.3840234014419267	0.985704335713042	0.6400390024032112
Initial_000000013	20736000.0	21.069753614824887	4.468916533642534	0.9005955479465216	0.9005955479465216	0.9015955479465216	0.9465955479465216	0.4482977739732608	1.0	0.7471629566221014
Initial_000000014	20736000.0	24.042792508951617	2.7005585714712788	0.8531833860213569	0.8531833860213569	0.8541833860213569	0.899183386021357	0.4084902865365895	0.6808171442276492	0.7114864898925806
Initial_000000015	20736000.0	11.05779583247406	3.0416985261189344	1.0026262738878022	1.0026262738878022	1.0036262738878021	1.0486262738878023	0.4905144595400078	0.8175240992333463	0.8673064500103113
Initial_000000016	20736000.0	12.064970154771382	3.5771914789507733	0.9972655008141758	0.9972655008141758	0.9982655008141758	1.0432655008141758	0.5081200937378493	0.8468668228964155	0.8552203581427434
Initial_000000017	20736000.0	8.87496749230776	8.699862056580422	1.0762004681107682	1.0762004681107682	1.0772004681107683	1.1222004681107682	0.5361002340553841	0.965401275256262	0.8935003900923069
Initial_000000018	20736000.0	1.1931793940450242	4.654552478731031	1.1798345790603817	1.1798345790603817	1.1808345790603816	1.2258345790603815	0.5839799861511313	0.9732999769185523	0.9856818472714597
Initial_000000019	20736000.0	23.50925789241451	2.7899092348646395	0.865466686349231	0.865466686349231	0.866466686349231	0.9114666863492309	0.43073334317461553	0.7649993071913538	0.7178889052910259
Initial_000000020	20736000.0	10.962233082291434	1.4673761823662312	1.0461438436150032	1.0461438436150032	1.0471438436150031	1.092143843615003	0.5210719218075016	0.9994024357855598	0.8684532030125027
Initial_000000021	20736000.0	20.836696239886642	9.838043365938933	0.9039515741456323	0.9039515741456323	0.9049515741456323	0.9499515741456324	0.4499757870728162	1.0	0.7499596451213604
Initial_000000022	20736000.0	2.844352171888276	5.0340370093988565	1.159336210804504	1.159336210804504	1.160336210804504	1.205336210804504	0.5647001926811855	0.9411669878019759	0.9658677739373407
Initial_000000023	20736000.0	35.947077287644376	6.3866903059768285	0.6863620870579211	0.6863620870579211	0.6873620870579211	0.7323620870579212	0.3411810435289605	1.0	0.5686350725482675
Initial_000000024	20736000.0	16.128213368326143	4.222551766925138	0.9717537274961036	0.9717537274961036	0.9727537274961034	1.0177537274961035	0.4838768637480518	1.0	0.8064614395800863
Initial_000000025	20736000.0	27.933948564736482	7.025142950950495	0.8017511406677946	0.8017511406677946	0.8027511406677946	0.8477511406677946	0.3988755703338973	0.7317411874888986	0.6647926172231622
Initial_000000026	20736000.0	29.111727091471902	9.166569495623376	0.7847911298828046	0.7847911298828046	0.7857911298828046	0.8307911298828047	0.3903955649414023	1.0	0.6506592749023372
Initial_000000027	20736000.0	4.845744408975255	3.437390428436229	1.1342212805107563	1.1342212805107563	1.1352212805107564	1.1802212805107564	0.5651106402553782	1.0	0.9418510670922969
Initial_000000028	20736000.0	7.194570292108332	9.009716791122123	1.10039818779364	1.10039818779364	1.1013981877936398	1.1463981877936398	0.54819909389682	0.9947875140385621	0.9136651564947
Initial_000000029	20736000.0	3.3730176222888764	1.8473242181292837	1.113425970617984	1.113425970617984	1.1144259706179842	1.1594259706179841	0.49491150802034745	0.8248525133672457	0.9595237885325335
Initial_000000030	20736000.0	0.8262195048071241	5.591443456310224	0.9283726571862122	0.9283726571862122	0.9293726571862121	0.9743726571862122	0.13405392349264816	0.22342320582108027	0.9900853659423146
Initial_000000031	20736000.0	16.714938950772446	0.8885070752855739	0.9633048791088767	0.9633048791088767	0.9643048791088767	1.0093048791088768	0.47965243955443837	1.0	0.7994207325907307
Initial_000000032	20736000.0	18.867589866850388	3.7082529133551265	0.9323067059173542	0.9323067059173542	0.9333067059173543	0.9783067059173542	0.4641533529586772	1.0	0.7735889215977954
