plant	time	x	y	r_ag	h_ag	r_bg	h_bg	growth	ag_resources	bg_resources
Initial_000000001	15552000.0	3.85621159906146	8.598933646485218	0.8623529147301363	0.8623529147301363	0.8633529147301363	0.9083529147301364	0.5722352764867575	1.0	0.9537254608112625
Initial_000000002	15552000.0	21.27185288111787	1.2930695209475718	0.6742639888839269	0.6742639888839269	0.6752639888839269	0.720263988883927	0.4468426592559513	0.8565502677426654	0.7447377654265855
Initial_000000003	15552000.0	36.26937281241047	0.362379220499216	0.5122907736259671	0.5122907736259671	0.5132907736259671	0.5582907736259671	0.3388605157506447	1.0	0.5647675262510745
Initial_000000004	15552000.0	11.170891597192506	3.573874914190366	0.7520645293399293	0.7520645293399293	0.7530645293399292	0.7980645293399291	0.4277503728346908	0.7129172880578181	0.8659493008336899
Initial_000000005	15552000.0	29.190773659449714	1.5872888856366518	0.5887396444779431	0.5887396444779431	0.5897396444779431	0.6347396444779432	0.38982642965196207	0.8563705290918081	0.6497107160866035
Initial_000000006	15552000.0	28.90001836406905	2.125216495548401	0.5918798016680542	0.5918798016680542	0.5928798016680542	0.6378798016680542	0.3919198677787028	0.8793401362762038	0.6531997796311714
Initial_000000007	15552000.0	45.683095008214394	8.52435666577039	0.41062257391128465	0.41062257391128465	0.41162257391128465	0.4566225739112847	0.2710817159408564	0.9512657371057263	0.4518028599014273
Initial_000000008	15552000.0	6.798332536536194	7.043051931518589	0.830578008605409	0.830578008605409	0.831578008605409	0.8765780086054089	0.5510520057369394	1.0	0.9184200095615657
Initial_000000009	15552000.0	21.984324917574394	0.4824472224839571	0.6654201498208091	0.6654201498208091	0.6664201498208091	0.7114201498208091	0.4371162963159149	0.7285271605265249	0.7361881009891073
Initial_000000010	15552000.0	27.38289757722311	6.926918234398087	0.6082647061659905	0.6082647061659905	0.6092647061659904	0.6542647061659903	0.4028431374439936	0.7448497390122618	0.6714052290733227
Initial_000000011	15552000.0	38.41196069660732	6.215688235838598	0.48915082447664104	0.48915082447664104	0.49015082447664104	0.5351508244766411	0.3234338829844273	1.0	0.5390564716407122
Initial_000000012	15552000.0	29.996749799732402	2.814513603994583	0.5800351021628901	0.5800351021628901	0.5810351021628901	0.6260351021628902	0.3840234014419267	1.0	0.6400390024032112
Initial_000000013	15552000.0	21.069753614824887	4.468916533642534	0.6764466609598913	0.6764466609598913	0.6774466609598913	0.7224466609598912	0.4482977739732608	1.0	0.7471629566221014
Initial_000000014	15552000.0	24.042792508951617	2.7005585714712788	0.6443378409033225	0.6443378409033225	0.6453378409033225	0.6903378409033225	0.4268918939355483	0.7774290355441755	0.7114864898925806
