plant	time	x	y	r_ag	h_ag	r_bg	h_bg	growth	ag_resources	bg_resources
Initial_000000025	0.0	27.933948564736482	7.025142950950495	0.004	0.004	0.005	0.05	NaN	NaN	NaN
Initial_000000026	0.0	29.111727091471902	9.166569495623376	0.004	0.004	0.005	0.05	NaN	NaN	NaN
Initial_000000027	0.0	4.845744408975255	3.437390428436229	0.004	0.004	0.005	0.05	NaN	NaN	NaN
Initial_000000028	0.0	7.194570292108332	9.009716791122123	0.004	0.004	0.005	0.05	NaN	NaN	NaN
Initial_000000029	0.0	3.3730176222888764	1.8473242181292837	0.004	0.004	0.005	0.05	NaN	NaN	NaN
Initial_000000030	0.0	0.8262195048071241	5.591443456310224	0.004	0.004	0.005	0.05	NaN	NaN	NaN
Initial_000000031	0.0	16.714938950772446	0.8885070752855739	0.004	0.004	0.005	0.05	NaN	NaN	NaN
Initial_000000032	0.0	18.867589866850388	3.7082529133551265	0.004	0.004	0.005	0.05	NaN	NaN	NaN
Initial_000000033	0.0	12.1999898212937	3.537564110041669	0.004	0.004	0.005	0.05	NaN	NaN	NaN
Initial_000000034	0.0	0.9479300092549103	6.712841406459985	0.004	0.004	0.005	0.05	NaN	NaN	NaN
Initial_000000035	0.0	32.81832801710468	6.2642945970151604	0.004	0.004	0.005	0.05	NaN	NaN	NaN
Initial_000000036	0.0	3.485326183234916	0.8267045375168325	0.004	0.004	0.005	0.05	NaN	NaN	NaN
Initial_000000037	0.0	35.28784173931048	8.043088931372514	0.004	0.004	0.005	0.05	NaN	NaN	NaN
Initial_000000038	0.0	19.803983759270512	0.14764454170164143	0.004	0.004	0.005	0.05	NaN	NaN	NaN
Initial_000000039	0.0	25.247191358345095	4.686820152397411	0.004	0.004	0.005	0.05	NaN	NaN	NaN
Initial_000000040	0.0	28.16346444520288	0.5763130269645145	0.004	0.004	0.005	0.05	NaN	NaN	NaN
Initial_000000041	0.0	47.470909878969394	7.453551281820704	0.004	0.004	0.005	0.05	NaN	NaN	NaN
Initial_000000042	0.0	41.05161616444799	5.900615267457318	0.004	0.004	0.005	0.05	NaN	NaN	NaN
Initial_000000043	0.0	21.579236576047332	0.7266032285986568	0.004	0.004	0.005	0.05	NaN	NaN	NaN
Initial_000000044	0.0	1.2947564720966032	6.0472910242123445	0.004	0.004	0.005	0.05	NaN	NaN	NaN
Initial_000000045	0.0	45.6368893002823	9.079131163843336	0.004	0.004	0.005	0.05	NaN	NaN	NaN
Initial_000000046	0.0	44.35992507055268	6.287563201074157	0.004	0.004	0.005	0.05	NaN	NaN	NaN
Initial_000000047	0.0	31.437538695843937	0.6882325636977993	0.004	0.004	0.005	0.05	NaN	NaN	NaN
Initial_000000048	0.0	27.006044364217587	6.343447384435509	0.004	0.004	0.005	0.05	NaN	NaN	NaN
Initial_000000049	0.0	2.65084097789714	7.384300153177959	0.004	0.004	0.005	0.05	NaN	NaN	NaN
Initial_000000050	0.0	44.850033177348436	2.143679845604943	0.004	0.004	0.005	0.05	NaN	NaN	NaN
