plant	time	x	y	r_ag	h_ag	r_bg	h_bg	growth	ag_resources	bg_resources
Initial_000000001	31104000.0	3.85621159906146	8.598933646485218	1.4142876247595273	1.4142876247595273	1.4152876247595274	1.4602876247595276	0.520224186864847	0.8670403114414117	0.9537254608112625
Initial_000000002	31104000.0	21.27185288111787	1.2930695209475718	1.342873287108363	1.342873287108363	1.3438732871083632	1.388873287108363	0.44022389661798816	0.7337064943633136	0.7447377654265855
Initial_000000003	31104000.0	36.26937281241047	0.362379220499216	1.0205815472519342	1.0205815472519342	1.0215815472519343	1.0665815472519342	0.3388605157506447	1.0	0.5647675262510745
Initial_000000004	31104000.0	11.170891597192506	3.573874914190366	0.9146336269047199	0.9146336269047199	0.9156336269047198	0.9606336269047198	0.010660976729944887	0.017768294549908144	0.8659493008336899
Initial_000000005	31104000.0	29.190773659449714	1.5872888856366518	1.1039692285732046	1.1039692285732046	1.1049692285732047	1.1499692285732046	0.2129025283247326	0.3548375472078877	0.6497107160866035
Initial_000000006	31104000.0	28.90001836406905	2.125216495548401	1.1797596033361084	1.1797596033361084	1.1807596033361085	1.2257596033361084	0.3919198677787028	0.7086614708722678	0.6531997796311714
Initial_000000007	31104000.0	45.683095008214394	8.52435666577039	0.8172451478225694	0.8172451478225694	0.8182451478225694	0.8632451478225694	0.2710817159408564	0.7251221757914866	0.4518028599014273
Initial_000000008	31104000.0	6.798332536536194	7.043051931518589	1.3816300143423483	1.3816300143423483	1.3826300143423482	1.4276300143423482	0.47550241986918945	0.7925040331153158	0.9184200095615657
Initial_000000009	31104000.0	21.984324917574394	0.4824472224839571	1.2981119725618906	1.2981119725618906	1.2991119725618905	1.3441119725618904	0.35557012368340546	0.5926168728056758	0.7361881009891073
Initial_000000010	31104000.0	27.38289757722311	6.926918234398087	0.8426318567291905	0.8426318567291905	0.8436318567291904	0.8886318567291903	0.008618747183415952	0.014364578639026588	0.6714052290733227
Initial_000000011	31104000.0	38.41196069660732	6.215688235838598	0.9743016489532822	0.9743016489532822	0.9753016489532822	1.0203016489532821	0.3234338829844273	1.0	0.5390564716407122
Initial_000000012	31104000.0	29.996749799732402	2.814513603994583	1.1560702043257802	1.1560702043257802	1.1570702043257803	1.2020702043257803	0.3840234014419267	0.8077029294924903	0.6400390024032112
Initial_000000013	31104000.0	21.069753614824887	4.468916533642534	1.3488933219197825	1.3488933219197825	1.3498933219197824	1.3948933219197823	0.4482977739732608	0.9750907823408838	0.7471629566221014
Initial_000000014	31104000.0	24.042792508951617	2.7005585714712788	1.102274646699416	1.102274646699416	1.103274646699416	1.148274646699416	0.13622080738628042	0.22703467897713406	0.7114864898925806
Initial_000000015	31104000.0	11.05779583247406	3.0416985261189344	1.299008299388736	1.299008299388736	1.3000082993887359	1.345008299388736	0.1422152211083583	0.2370253685139305	0.8673064500103113
Initial_000000016	31104000.0	12.064970154771382	3.5771914789507733	1.3746016988647303	1.3746016988647303	1.3756016988647304	1.4206016988647303	0.5131322148856461	0.9262244683091178	0.8552203581427434
Initial_000000017	31104000.0	8.87496749230776	8.699862056580422	1.4642434481724447	1.4642434481724447	1.4652434481724448	1.5102434481724447	0.47964157760505216	0.7994026293417537	0.8935003900923069
Initial_000000018	31104000.0	1.1931793940450242	4.654552478731031	1.4478959008156569	1.4478959008156569	1.4488959008156568	1.4938959008156567	0.48983842238681036	0.816397370644684	0.9856818472714597
Initial_000000019	31104000.0	23.50925789241451	2.7899092348646395	1.2962000295238467	1.2962000295238467	1.2972000295238466	1.3422000295238468	0.43073334317461553	1.0	0.7178889052910259
Initial_000000020	31104000.0	10.962233082291434	1.4673761823662312	1.4369477849706294	1.4369477849706294	1.4379477849706293	1.4829477849706292	0.5210719218075016	0.997915133204105	0.8684532030125027
Initial_000000021	31104000.0	20.836696239886642	9.838043365938933	1.3539273612184484	1.3539273612184484	1.3549273612184485	1.3999273612184484	0.4499757870728162	1.0	0.7499596451213604
Initial_000000022	31104000.0	2.844352171888276	5.0340370093988565	1.4161633381804242	1.4161633381804242	1.4171633381804243	1.4621633381804242	0.44138850530927093	0.7356475088487849	0.9658677739373407
Initial_000000023	31104000.0	35.947077287644376	6.3866903059768285	1.0275431305868816	1.0275431305868816	1.0285431305868817	1.0735431305868817	0.3411810435289605	0.9845046692118801	0.5686350725482675
