plant	time	x	y	r_ag	h_ag	r_bg	h_bg	growth	ag_resources	bg_resources	salinity
Initial_000000001	8424000.0	3.85621159906146	8.598933646485218	1.4716452591750067	1.4716452591750067	1.4726452591750068	1.5176452591750067	0.2741072186450338	0.45684536440838963	0.9537254608112625	NaN
Initial_000000002	8424000.0	21.27185288111787	1.2930695209475718	1.435259612623896	1.435259612623896	1.436259612623896	1.481259612623896	0.39137679315286833	0.6522946552547806	0.7447377654265855	NaN
Initial_000000003	8424000.0	36.26937281241047	0.362379220499216	1.1052966761895953	1.1052966761895953	1.1062966761895954	1.1512966761895953	0.3388605157506447	0.7691028316577857	0.5647675262510745	NaN
Initial_000000004	8424000.0	11.170891597192506	3.573874914190366	0.8992464216379364	0.8992464216379364	0.9002464216379363	0.9452464216379363	0.0003602326748752473	0.0006003877914587455	0.8659493008336899	NaN
Initial_000000005	8424000.0	29.190773659449714	1.5872888856366518	1.1286440444327877	1.1286440444327877	1.1296440444327878	1.1746440444327877	0.09869926343833255	0.1644987723972209	0.6497107160866035	NaN
Initial_000000006	8424000.0	28.90001836406905	2.125216495548401	1.277739570280784	1.277739570280784	1.2787395702807842	1.3237395702807842	0.3919198677787028	0.7373132792536315	0.6531997796311714	NaN
Initial_000000007	8424000.0	45.683095008214394	8.52435666577039	0.8850155768077835	0.8850155768077835	0.8860155768077835	0.9310155768077836	0.2710817159408564	0.6062620630495389	0.4518028599014273	NaN
Initial_000000009	8424000.0	21.984324917574394	0.4824472224839571	1.3727151420377577	1.3727151420377577	1.3737151420377576	1.4187151420377575	0.2984126779034686	0.49735446317244764	0.7361881009891073	NaN
Initial_000000011	8424000.0	38.41196069660732	6.215688235838598	1.055160119699389	1.055160119699389	1.056160119699389	1.101160119699389	0.3234338829844273	0.8804992958218765	0.5390564716407122	NaN
Initial_000000012	8424000.0	29.996749799732402	2.814513603994583	1.2421005091602646	1.2421005091602646	1.2431005091602647	1.2881005091602646	0.3441212193379376	0.5735353655632294	0.6400390024032112	NaN
Initial_000000013	8424000.0	21.069753614824887	4.468916533642534	1.3068220460908502	1.3068220460908502	1.30782204609085	1.35282204609085	0.1665972329245194	0.277662054874199	0.7471629566221014	NaN
Initial_000000014	8424000.0	24.042792508951617	2.7005585714712788	1.3787916554077841	1.3787916554077841	1.379791655407784	1.4247916554077842	0.4268918939355483	0.7290215980172312	0.7114864898925806	NaN
Initial_000000015	8424000.0	11.05779583247406	3.0416985261189344	1.4003815290089872	1.4003815290089872	1.401381529008987	1.4463815290089872	0.4815144567312569	0.802524094552095	0.8673064500103113	NaN
Initial_000000016	8424000.0	12.064970154771382	3.5771914789507733	1.241578208124698	1.241578208124698	1.2425782081246979	1.2875782081246983	0.07509858705196774	0.12516431175327958	0.8552203581427434	NaN
