plant	time	x	y	r_ag	h_ag	r_bg	h_bg	growth	ag_resources	bg_resources	salinity
Initial_000000001	11664000.0	3.85621159906146	8.598933646485218	1.4716452591750067	1.4716452591750067	1.4726452591750068	1.5176452591750067	0.3401328146953988	0.5668880244923313	0.9537254608112625	NaN
Initial_000000002	11664000.0	21.27185288111787	1.2930695209475718	1.435259612623896	1.435259612623896	1.436259612623896	1.481259612623896	0.2862113209329418	0.47701886822156975	0.7447377654265855	NaN
Initial_000000003	11664000.0	36.26937281241047	0.362379220499216	1.4441571919402396	1.4441571919402396	1.4451571919402397	1.4901571919402397	0.3388605157506447	0.7386297747988032	0.5647675262510745	NaN
Initial_000000005	11664000.0	29.190773659449714	1.5872888856366518	1.1735729596854076	1.1735729596854076	1.1745729596854078	1.2195729596854077	0.016112536432972058	0.02685422738828676	0.6497107160866035	NaN
Initial_000000006	11664000.0	28.90001836406905	2.125216495548401	1.4736995041701355	1.4736995041701355	1.4746995041701356	1.5196995041701356	0.3526317139391985	0.5877195232319975	0.6531997796311714	NaN
Initial_000000007	11664000.0	45.683095008214394	8.52435666577039	1.223867721733854	1.223867721733854	1.2248677217338542	1.269867721733854	0.2710817159408564	0.5133720722544385	0.4518028599014273	NaN
Initial_000000009	11664000.0	21.984324917574394	0.4824472224839571	1.4311260496123317	1.4311260496123317	1.4321260496123316	1.4771260496123315	0.3511792594698937	0.5852987657831562	0.7361881009891073	NaN
Initial_000000011	11664000.0	38.41196069660732	6.215688235838598	1.4594524734299232	1.4594524734299232	1.4604524734299233	1.5054524734299233	0.3234338829844273	0.8074665237453209	0.5390564716407122	NaN
Initial_000000012	11664000.0	29.996749799732402	2.814513603994583	1.3706004413921307	1.3706004413921307	1.3716004413921308	1.4166004413921307	0.028185506650916747	0.04697584441819458	0.6400390024032112	NaN
Initial_000000013	11664000.0	21.069753614824887	4.468916533642534	1.401642963534743	1.401642963534743	1.4026429635347428	1.4476429635347428	0.09521549953471214	0.15869249922452025	0.7471629566221014	NaN
Initial_000000014	11664000.0	24.042792508951617	2.7005585714712788	1.4855146288916712	1.4855146288916712	1.486514628891671	1.5315146288916712	0.4268918939355483	0.8110632313434182	0.7114864898925806	NaN
Initial_000000015	11664000.0	11.05779583247406	3.0416985261189344	1.4967382298307381	1.4967382298307381	1.497738229830738	1.5427382298307382	0.3854268032870041	0.6423780054783402	0.8673064500103113	NaN
Initial_000000016	11664000.0	12.064970154771382	3.5771914789507733	1.34149834644269	1.34149834644269	1.3424983464426898	1.3874983464426902	0.10928594138056555	0.18214323563427592	0.8552203581427434	NaN
Initial_000000017	11664000.0	8.87496749230776	8.699862056580422	1.4782300092250065	1.4782300092250065	1.4792300092250066	1.5242300092250065	0.455994085999425	0.759990143332375	0.8935003900923069	NaN
Initial_000000021	11664000.0	20.836696239886642	9.838043365938933	1.4664213079866524	1.4664213079866524	1.4674213079866525	1.5124213079866524	0.2629120290748613	0.4381867151247688	0.7499596451213604	NaN
Initial_000000023	11664000.0	35.947077287644376	6.3866903059768285	1.4540194349980824	1.4540194349980824	1.4550194349980825	1.5000194349980824	0.3411810435289605	0.7657731586218319	0.5686350725482675	NaN
Initial_000000024	11664000.0	16.128213368326143	4.222551766925138	1.4112258752685902	1.4112258752685902	1.4122258752685901	1.45722587526859	0.37558646427272835	0.6259774404545473	0.8064614395800863	NaN
Initial_000000025	11664000.0	27.933948564736482	7.025142950950495	1.405297454827207	1.405297454827207	1.406297454827207	1.4512974548272068	0.08976554892512047	0.1496092482085341	0.6647926172231622	NaN
Initial_000000026	11664000.0	29.111727091471902	9.166569495623376	1.4679833685302583	1.4679833685302583	1.4689833685302582	1.5139833685302582	0.3903955649414023	0.9858384929521802	0.6506592749023372	NaN
Initial_000000027	11664000.0	4.845744408975255	3.437390428436229	1.4971376551916797	1.4971376551916797	1.4981376551916796	1.5431376551916798	0.5068234993378518	0.844705832229753	0.9418510670922969	NaN
Initial_000000028	11664000.0	7.194570292108332	9.009716791122123	1.4971368875658668	1.4971368875658668	1.498136887565867	1.5431368875658669	0.37422269848378226	0.6237044974729704	0.9136651564947	NaN
Initial_000000030	11664000.0	0.8262195048071241	5.591443456310224	1.2031613092445166	1.2031613092445166	1.2041613092445167	1.2491613092445166	0.04998384089496582	0.0833064014916097	0.9900853659423146	NaN
Initial_000000032	11664000.0	18.867589866850388	3.7082529133551265	1.3964600588760312	1.3964600588760312	1.3974600588760313	1.4424600588760312	0.4191817714411628	0.6986362857352714	0.7735889215977954	NaN
Initial_000000034	11664000.0	0.9479300092549103	6.712841406459985	1.463969108141476	1.463969108141476	1.464969108141476	1.5099691081414763	0.41531052092682247	0.6921842015447042	0.9886248398889411	NaN
Initial_000000035	11664000.0	32.81832801710468	6.2642945970151604	1.4588321531073858	1.4588321531073858	1.4598321531073857	1.5048321531073858	0.36370803827684633	0.7338927090461074	0.6061800637947439	NaN
Initial_000000037	11664000.0	35.28784173931048	8.043088931372514	1.4741920427771	1.4741920427771	1.4751920427771	1.5201920427771	0.3459275394769646	0.7874215863273654	0.5765458991282744	NaN
Initial_000000038	11664000.0	19.803983759270512	0.14764454170164143	1.49058678003307	1.49058678003307	1.49158678003307	1.53658678003307	0.4434646510917697	0.7391077518196162	0.7623521948887538	NaN
Initial_000000039	11664000.0	25.247191358345095	4.686820152397411	1.4655377334682895	1.4655377334682895	1.4665377334682894	1.5115377334682893	0.34153097177916836	0.5692182862986139	0.6970337036998588	NaN
Initial_000000040	11664000.0	28.16346444520288	0.5763130269645145	1.4935864599795219	1.4935864599795219	1.4945864599795218	1.539586459979522	0.3972230559945392	0.7422000511392967	0.6620384266575654	NaN
Initial_000000041	11664000.0	47.470909878969394	7.453551281820704	1.1659425199213913	1.1659425199213913	1.1669425199213914	1.2119425199213913	0.25820944887142033	0.4322340237093991	0.4303490814523673	NaN
Initial_000000042	11664000.0	41.05161616444799	5.900615267457318	1.3739276362718849	1.3739276362718849	1.3749276362718847	1.419927636271885	0.3044283636159745	0.6678745901406987	0.5073806060266242	NaN
Initial_000000045	11664000.0	45.6368893002823	9.079131163843336	1.1666432722684583	1.1666432722684583	1.1676432722684582	1.2126432722684581	0.1335787501951194	0.222631250325199	0.45235732839661247	NaN
Initial_000000046	11664000.0	44.35992507055268	6.287563201074157	1.2667384277140934	1.2667384277140934	1.2677384277140935	1.3127384277140934	0.28060853949202075	0.5727927076675097	0.46768089915336797	NaN
Initial_000000047	11664000.0	31.437538695843937	0.6882325636977993	1.4985988855596941	1.4985988855596941	1.499598885559694	1.5445988855596942	0.3736497213899236	0.8843604946330142	0.6227495356498727	NaN
Initial_000000048	11664000.0	27.006044364217587	6.343447384435509	1.4578948544806685	1.4578948544806685	1.4588948544806684	1.5038948544806685	0.24166591787222572	0.40277652978704287	0.6759274676293889	NaN
Initial_000000050	11664000.0	44.850033177348436	2.143679845604943	1.2482956456639165	1.2482956456639165	1.2492956456639166	1.2942956456639165	0.26682664356311486	0.44471107260519144	0.4617996018718188	NaN
Initial_000000051	11664000.0	6.594521191748109	1.8992199253140474	1.4908937291625632	1.4908937291625632	1.4918937291625634	1.5368937291625633	0.33409637691536587	0.5568272948589431	0.9208657456990227	NaN
Initial_000000052	11664000.0	48.11517585958059	5.653091702132106	1.145068302149589	1.145068302149589	1.146068302149589	1.1910683021495891	0.2535707338110198	0.5484404118999361	0.422617889685033	NaN
Initial_000000053	11664000.0	33.620733274587955	5.4793942118474215	1.2122663234106255	1.2122663234106255	1.2132663234106258	1.2582663234106257	0.018564194351071723	0.030940323918452875	0.5965512007049446	NaN
Initial_000000055	11664000.0	33.11578343932701	4.8915268168572945	1.450265436947382	1.450265436947382	1.4512654369473819	1.4962654369473818	0.3381408352659435	0.5635680587765726	0.6026105987280759	NaN
Initial_000000057	11664000.0	43.54232969823404	6.302892275729583	1.2750448443559526	1.2750448443559526	1.2760448443559524	1.3210448443559526	0.22949415590688088	0.3824902598448015	0.4774920436211916	NaN
Initial_000000059	11664000.0	14.02722894692805	9.384913111737712	1.494329030182531	1.494329030182531	1.495329030182531	1.540329030182531	0.499003951582118	0.8355266887104393	0.8316732526368634	NaN
Initial_000000060	11664000.0	13.352291803438881	4.319686747296228	1.3896246222919095	1.3896246222919095	1.3906246222919096	1.4356246222919096	0.4470021016194832	0.7450035026991387	0.8397724983587334	NaN
Initial_000000062	11664000.0	18.47426847704015	8.670410770732728	1.4987528906323173	1.4987528906323173	1.4997528906323172	1.5447528906323171	0.46698526696531095	0.8003645416233336	0.7783087782755183	NaN
Initial_000000063	11664000.0	5.1322368445315565	0.9556450337300915	1.4982117630454668	1.4982117630454668	1.4992117630454667	1.5442117630454666	0.4510822615869934	0.7518037693116557	0.9384131578656213	NaN
Initial_000000065	11664000.0	12.164211970080308	6.638678344287897	1.4131486029924094	1.4131486029924094	1.4141486029924095	1.4591486029924094	0.42098698524782224	0.701644975413037	0.8540294563590363	NaN
Initial_000000066	11664000.0	15.238122993782627	2.014789456537164	1.4748565433342953	1.4748565433342953	1.4758565433342954	1.5208565433342953	0.42011238585811284	0.7001873097635214	0.8171425240746085	NaN
Initial_000000068	11664000.0	25.029427906930195	6.562399270661137	1.4640054719230693	1.4640054719230693	1.4650054719230694	1.5100054719230693	0.26448920489353406	0.44081534148922347	0.6996468651168377	NaN
Initial_000000069	11664000.0	35.15402902760011	0.7071882445372724	1.3893763780605197	1.3893763780605197	1.3903763780605196	1.4353763780605195	0.08718490250405143	0.14530817084008574	0.5781516516687988	NaN
Initial_000000070	11664000.0	31.053764177392885	5.814831644566267	1.4155483672103921	1.4155483672103921	1.4165483672103922	1.4615483672103922	0.35807988943518215	0.5967998157253036	0.6273548298712854	NaN
Initial_000000071	11664000.0	5.562355096144033	8.432982189907591	1.4982435726459526	1.4982435726459526	1.4992435726459525	1.5442435726459527	0.35795847321533025	0.5965974553588838	0.9332517388462716	NaN
Initial_000000072	11664000.0	28.706380922402396	6.531103127068212	1.0453676171263158	1.0453676171263158	1.0463676171263159	1.0913676171263158	0.007498684441326083	0.012497807402210138	0.6555234289311712	NaN
Initial_000000073	11664000.0	34.628678579925904	2.032250839456773	1.4943624354542677	1.4943624354542677	1.4953624354542676	1.5403624354542675	0.35067351422453347	0.7451435983877923	0.5844558570408891	NaN
Initial_000000077	11664000.0	7.271850283736919	3.5822976927394024	1.4441769357615188	1.4441769357615188	1.445176935761519	1.4901769357615189	0.2976212099242176	0.49603534987369596	0.912737796595157	NaN
Initial_000000078	11664000.0	48.08851819752375	2.000255522226472	1.0301287074226915	1.0301287074226915	1.0311287074226914	1.0761287074226913	0.01744911619886093	0.02908186033143488	0.42293778162971507	NaN
Initial_000000080	11664000.0	48.8287984070448	6.017408122659216	1.1012447579345674	1.1012447579345674	1.1022447579345673	1.1472447579345675	0.1857288976946791	0.3095481628244652	0.4140544191154625	NaN
Initial_000000081	11664000.0	48.313822269779976	3.3138149637925496	1.138632158459129	1.138632158459129	1.139632158459129	1.1846321584591288	0.2521404796575842	0.8136426792862941	0.4202341327626403	NaN
Initial_000000082	11664000.0	26.629644161477895	7.621996315560123	1.4824361583712018	1.4824361583712018	1.4834361583712017	1.5284361583712016	0.40826656203735917	0.7274475366202539	0.6804442700622653	NaN
Initial_000000084	11664000.0	40.96620712492144	0.24505650403339851	1.1981169781310987	1.1981169781310987	1.1991169781310986	1.2441169781310986	0.029118794420990753	0.04853132403498459	0.5084055145009427	NaN
Initial_000000086	11664000.0	8.871541604374967	6.071966234962711	1.4950561822400175	1.4950561822400175	1.4960561822400174	1.5410561822400175	0.4132586141828721	0.6887643569714534	0.8935415007475004	NaN
Initial_000000087	11664000.0	38.20183693939534	9.426451503035947	1.4662604831635913	1.4662604831635913	1.4672604831635914	1.5122604831635913	0.3249467740363536	0.6448771492703594	0.541577956727256	NaN
Initial_000000088	11664000.0	45.09774651203826	3.2212590657317564	1.24283301300996	1.24283301300996	1.24383301300996	1.28883301300996	0.2752962251133245	0.6027771362586605	0.4588270418555409	NaN
Initial_000000090	11664000.0	36.03725931072192	2.1002548987485223	1.4676884865422037	1.4676884865422037	1.4686884865422036	1.5136884865422036	0.18112927016343144	0.3018821169390524	0.567552888271337	NaN
Initial_000000092	11664000.0	10.09415742362813	6.122028464568581	1.4679521671821993	1.4679521671821993	1.4689521671821995	1.5139521671821994	0.3742430341414775	0.6237383902357959	0.8788701109164624	NaN
Initial_000000094	11664000.0	39.32827013335481	4.23620049215823	1.4297640476793039	1.4297640476793039	1.4307640476793038	1.475764047679304	0.31683645503984537	0.7278260376354173	0.5280607583997423	NaN
Initial_000000099	11664000.0	28.82078740335896	5.787698078808919	1.475838740109308	1.475838740109308	1.476838740109308	1.5218387401093079	0.3924903306958155	0.7180679667692038	0.6541505511596926	NaN
Initial_000000100	11664000.0	37.945918750863534	8.164430737084906	1.3652721438478566	1.3652721438478566	1.3662721438478564	1.4112721438478564	0.09567813590583989	0.15946355984306648	0.5446489749896376	NaN
Initial_000000101	11664000.0	48.775325459382515	1.7299288949826885	1.0660722855150704	1.0660722855150704	1.0670722855150705	1.1120722855150704	0.12354841344690078	0.2059140224115013	0.41469609448740985	NaN
Initial_000000102	11664000.0	46.3062861454786	5.881633726132095	1.203676328886493	1.203676328886493	1.2046763288864928	1.249676328886493	0.26659473975255404	0.8744098728957006	0.44432456625425676	NaN
Initial_000000103	11664000.0	5.184189267608219	6.148719517782175	1.4892391669719474	1.4892391669719474	1.4902391669719477	1.5352391669719476	0.4087473494239594	0.6812455823732657	0.9377897287887014	NaN
Initial_000000104	11664000.0	48.09493088123919	6.580890597956225	1.1454363279541389	1.1454363279541389	1.146436327954139	1.191436327954139	0.2525648516802326	0.4209414194670544	0.4228608294251297	NaN
Initial_000000105	11664000.0	35.63123486924732	3.8229320810323273	1.445773568812996	1.445773568812996	1.4467735688129961	1.491773568812996	0.25139524436762883	0.41899207394604804	0.5724251815690321	NaN
Initial_000000107	11664000.0	23.115465165108624	2.7485867776868975	1.2755672359977042	1.2755672359977042	1.2765672359977043	1.3215672359977042	0.01383566763710756	0.023059446061845935	0.7226144180186965	NaN
Initial_000000108	11664000.0	29.053486435921215	4.115131937147691	1.4695558662301271	1.4695558662301271	1.4705558662301272	1.5155558662301272	0.39081489766136723	0.669599661010704	0.6513581627689454	NaN
Initial_000000109	11664000.0	3.1439555333688363	6.906742182863132	1.4991764836280632	1.4991764836280632	1.500176483628063	1.545176483628063	0.23425043618306268	0.3904173936384378	0.962272533599574	NaN
Initial_000000110	11664000.0	31.317844188427753	2.8002119353746258	1.4084182069124511	1.4084182069124511	1.4094182069124512	1.4544182069124512	0.3721937619095376	0.6203229365158961	0.624185869738867	NaN
Initial_000000111	11664000.0	29.69986352428097	9.467765478686855	1.2636056282900054	1.2636056282900054	1.2646056282900053	1.3096056282900057	0.008609532828282827	0.01434922138047138	0.6436016377086283	NaN
Initial_000000112	11664000.0	4.073758149404477	1.5265958033723526	1.0760272900985464	1.0760272900985464	1.0770272900985465	1.1220272900985464	7.835859366945046e-05	0.00013059765611575077	0.9511149022071462	NaN
Initial_000000113	11664000.0	47.11752096992157	2.1422645298809098	1.1773923205745414	1.1773923205745414	1.1783923205745415	1.2233923205745414	0.2607538490165647	0.9109001325048564	0.4345897483609411	NaN
Initial_000000114	11664000.0	42.00025460250112	3.042905128081906	1.3431917508789633	1.3431917508789633	1.3441917508789634	1.3891917508789633	0.29759816686199186	0.6985937770308677	0.49599694476998646	NaN
Initial_000000115	11664000.0	43.982834144521114	2.1297558868348676	1.2789561737175161	1.2789561737175161	1.2799561737175162	1.3249561737175162	0.28332359415944797	0.5124138607815771	0.4722059902657466	NaN
Initial_000000118	11664000.0	21.78583952864321	3.2327360244599523	1.444211355029749	1.444211355029749	1.4452113550297492	1.490211355029749	0.4113596996589114	0.685599499431519	0.7385699256562814	NaN
Initial_000000119	11664000.0	49.73472770207394	7.341596409438682	1.0925948224528046	1.0925948224528046	1.0935948224528045	1.1385948224528046	0.24190996054506766	0.8147286909209948	0.4031832675751128	NaN
Initial_000000120	11664000.0	7.187656803811798	0.7591802079182086	1.4662156352920765	1.4662156352920765	1.4672156352920767	1.5122156352920766	0.3187791506423369	0.5312985844038949	0.9137481183542584	NaN
Initial_000000121	11664000.0	2.647397840682059	0.413623322154858	1.4563468388677232	1.4563468388677232	1.457346838867723	1.5023468388677235	0.30514031613995113	0.5085671935665852	0.9682312259118153	NaN
Initial_000000123	11664000.0	20.582499566444433	6.220518272296034	1.4623743489922985	1.4623743489922985	1.4633743489922983	1.5083743489922985	0.36810951401111064	0.6135158566851844	0.7530100052026668	NaN
Initial_000000124	11664000.0	0.7443937528642419	3.409613521978636	1.4862151302488285	1.4862151302488285	1.4872151302488286	1.5322151302488285	0.49105483645738224	0.8184247274289704	0.9910672749656291	NaN
Initial_000000125	11664000.0	10.067718270238718	0.8744422842637056	1.4582939404682187	1.4582939404682187	1.4592939404682188	1.5042939404682187	0.3818984065744624	0.6364973442907707	0.8791873807571354	NaN
Initial_000000126	11664000.0	21.907591678334832	9.464361307994796	1.4996632840766384	1.4996632840766384	1.5006632840766385	1.5456632840766384	0.44226533991598915	0.7835444401994495	0.737108899859982	NaN
Initial_000000127	11664000.0	23.63373725198752	4.236262380497565	1.4571913559583738	1.4571913559583738	1.458191355958374	1.503191355958374	0.32046635036988735	0.5341105839498123	0.7163951529761499	NaN
Initial_000000128	11664000.0	48.232758523650425	1.2479041630535004	1.1412586238337261	1.1412586238337261	1.142258623833726	1.1872586238337262	0.25272413862971693	0.630326269300558	0.4212068977161949	NaN
Initial_000000131	11664000.0	25.093319249870937	0.3940434883419641	1.4716483549032526	1.4716483549032526	1.4726483549032525	1.5176483549032525	0.4193281014009292	0.7561278619135311	0.6988801690015487	NaN
Initial_000000134	11664000.0	20.634717578473214	7.725425624055604	1.385286322090218	1.385286322090218	1.3862863220902182	1.431286322090218	0.05906331419856383	0.09843885699760639	0.7523833890583215	NaN
Initial_000000137	11664000.0	17.03251899357584	9.330893215531043	1.4360975897387618	1.4360975897387618	1.4370975897387617	1.4820975897387616	0.35353095758528374	0.5892182626421396	0.7956097720770899	NaN
Initial_000000138	11664000.0	6.422853378059906	4.870741529579529	1.4569733573205388	1.4569733573205388	1.4579733573205387	1.5029733573205388	0.29043765111615094	0.48406275186025155	0.9229257594632811	NaN
Initial_000000139	11664000.0	32.91994744487553	1.61381598030651	1.4559055135875842	1.4559055135875842	1.4569055135875841	1.5019055135875843	0.32947108381264173	0.5491184730210695	0.6049606306614936	NaN
Initial_000000140	11664000.0	2.1228248864257395	8.070663146898852	1.4901205696864512	1.4901205696864512	1.4911205696864513	1.5361205696864513	0.35465160453297584	0.5910860075549598	0.9745261013628911	NaN
Initial_000000141	11664000.0	23.56867052442933	8.799049018329805	1.4399059339356928	1.4399059339356928	1.4409059339356927	1.4859059339356926	0.24221740902660666	0.4036956817110111	0.7171759537068481	NaN
Initial_000000142	11664000.0	3.2523430323510514	5.332083657823448	1.4400799786582539	1.4400799786582539	1.441079978658254	1.486079978658254	0.19205272451032726	0.3200878741838788	0.9609718836117874	NaN
Initial_000000143	11664000.0	9.298434970384706	1.9392793981822831	1.4698909875863826	1.4698909875863826	1.4708909875863827	1.5158909875863826	0.43398204144169356	0.7233034024028226	0.8884187803553836	NaN
Initial_000000144	11664000.0	10.975718728422274	9.666238743691867	1.493572047654123	1.493572047654123	1.494572047654123	1.539572047654123	0.286366534880755	0.47727755813459166	0.8682913752589327	NaN
Initial_000000145	11664000.0	43.861144331741954	2.864428178003291	1.282695232337778	1.282695232337778	1.2836952323377782	1.328695232337778	0.28338499555632624	0.47230832592721045	0.4736662680190966	NaN
Initial_000000146	11664000.0	43.491237999615926	5.031461903887529	1.2948838888124439	1.2948838888124439	1.2958838888124438	1.3408838888124437	0.2868630864027653	0.7931278423446185	0.4781051440046089	NaN
Initial_000000148	11664000.0	39.97052070631651	5.235814944652577	1.1861236724135207	1.1861236724135207	1.1871236724135206	1.2321236724135205	0.009345136361313474	0.015575227268855792	0.5203537515242018	NaN
Initial_000000150	11664000.0	16.393416399772455	0.985489657996349	1.4682020464210448	1.4682020464210448	1.4692020464210447	1.5142020464210448	0.4092525424640085	0.6820875707733475	0.8032790032027306	NaN
Initial_000000151	11664000.0	23.53125122654997	6.8544172932285985	1.4952078213249336	1.4952078213249336	1.4962078213249337	1.5412078213249336	0.43057499116884024	0.8190351101998975	0.7176249852814004	NaN
Initial_000000152	11664000.0	39.49759304140062	0.5511839604454938	1.4242779854586196	1.4242779854586196	1.4252779854586195	1.4702779854586197	0.3156173301019155	0.7816831134272092	0.5260288835031925	NaN
Initial_000000154	11664000.0	49.611399342916975	1.478320674759248	1.0965906612894902	1.0965906612894902	1.0975906612894903	1.1425906612894903	0.2427979247309978	0.6270358306188925	0.4046632078849963	NaN
Initial_000000156	11664000.0	1.961350878223328	5.233132872409701	1.4298178402992803	1.4298178402992803	1.4308178402992804	1.4758178402992803	0.3154393818486152	0.5257323030810254	0.9764637894613201	NaN
Initial_000000157	11664000.0	19.772382773737114	7.447466419284475	1.4827992097767773	1.4827992097767773	1.4837992097767772	1.5287992097767773	0.3921875904800509	0.6536459841334182	0.7627314067151547	NaN
