plant	time	x	y	r_ag	h_ag	r_bg	h_bg	growth	ag_resources	bg_resources	salinity
Initial_000000001	2592000.0	3.85621159906146	8.598933646485218	0.5762352764867575	0.5762352764867575	0.5772352764867575	0.6222352764867576	0.5722352764867575	0.9709837525983116	0.9537254608112625	NaN
Initial_000000002	2592000.0	21.27185288111787	1.2930695209475718	0.4508426592559513	0.4508426592559513	0.4518426592559513	0.49684265925595134	0.4468426592559513	0.9960520847762848	0.7447377654265855	NaN
Initial_000000003	2592000.0	36.26937281241047	0.362379220499216	0.3428605157506447	0.3428605157506447	0.3438605157506447	0.38886051575064473	0.3388605157506447	1.0	0.5647675262510745	NaN
Initial_000000004	2592000.0	11.170891597192506	3.573874914190366	0.523569580500214	0.523569580500214	0.524569580500214	0.5695695805002139	0.519569580500214	0.8986496893772141	0.8659493008336899	NaN
Initial_000000005	2592000.0	29.190773659449714	1.5872888856366518	0.3938264296519621	0.3938264296519621	0.3948264296519621	0.43982642965196206	0.38982642965196207	1.0	0.6497107160866035	NaN
Initial_000000006	2592000.0	28.90001836406905	2.125216495548401	0.3959198677787028	0.3959198677787028	0.3969198677787028	0.4419198677787028	0.3919198677787028	1.0	0.6531997796311714	NaN
Initial_000000007	2592000.0	45.683095008214394	8.52435666577039	0.2750817159408564	0.2750817159408564	0.2760817159408564	0.32108171594085644	0.2710817159408564	1.0	0.4518028599014273	NaN
Initial_000000008	2592000.0	6.798332536536194	7.043051931518589	0.4824410325106957	0.4824410325106957	0.4834410325106957	0.5284410325106956	0.3685991852083986	0.6143319753473311	0.9184200095615657	NaN
Initial_000000009	2592000.0	21.984324917574394	0.4824472224839571	0.4457128605934643	0.4457128605934643	0.4467128605934643	0.49171286059346436	0.4417128605934643	0.8963198867657466	0.7361881009891073	NaN
Initial_000000010	2592000.0	27.38289757722311	6.926918234398087	0.4068431374439936	0.4068431374439936	0.4078431374439936	0.45284313744399357	0.4028431374439936	0.7625838214073508	0.6714052290733227	NaN
Initial_000000011	2592000.0	38.41196069660732	6.215688235838598	0.3274338829844273	0.3274338829844273	0.32843388298442733	0.37343388298442737	0.3234338829844273	1.0	0.5390564716407122	NaN
Initial_000000012	2592000.0	29.996749799732402	2.814513603994583	0.3880234014419267	0.3880234014419267	0.3890234014419267	0.43402340144192675	0.3840234014419267	1.0	0.6400390024032112	NaN
Initial_000000013	2592000.0	21.069753614824887	4.468916533642534	0.4522977739732608	0.4522977739732608	0.4532977739732608	0.4982977739732608	0.4482977739732608	0.9278889118031209	0.7471629566221014	NaN
